.	代码	    名称	.	涨幅	现价	涨跌	买价	卖价	总手	总金额	现手	1分钟涨速	实体涨幅	现均差%	换手	委比%	总市值	流通市值	流通比例	4分钟涨速	当日偏离值	异动偏离值	10日内偏离值	30日内偏离值	10日异动次数	内盘	外盘	内外比	备注	利空	利好	主力净量	量比	TTM市盈率	净利润	市净率	每股盈利	细分行业	所属行业	昨收	开盘	开盘涨幅	竞价换手	最高	最低	5日涨幅	10日涨幅	20日涨幅	年初至今	振幅	买量	卖量	笔数	贡献度	机构动向	异动类型	总股本	流通股本	利润总额	净利润增长率	每股净资产	金叉个数	散户数量	自选时间	自选价格	自选收益	上市日期	
4	SZ000158	常山北明	--	+2.95%	23.72	+0.68	23.71	23.72	80769384	1892796700	1437500--	-0.04%	+2.55%	+1.24	5.09%	-72.91	37919189000	37665753000	99.33%	-0.04%	--	--	--	--	--	35547291	45222093	0.786	--	无	无	0.38	0.97		-155352840	7.27	-0.097	IT服务	IT服务	23.04	23.13	+0.39%	--	23.80	22.88	-1.58%	-5.61%	+4.77%	+17.78%	3.99%	163600	411716	118061	--	14.32	--	1598616700	1587932200	-143981870亿	48.05%	3.26	5	-73.24	--	--	--	20000724	
32	SH688322	奥比中光-UW	--	+2.94%	89.94	+2.57	89.93	89.94	13664056	1234452410	200--	-0.50%	+1.72%	-0.46	4.68%	-69.77	36074920000	26280097000	72.85%	-0.50%	--	--	--	--	--	7193342	6470714	1.11	--	无	无	0.17	1.50	342.2	108018963	12.12	0.270	光学元件	光学光电子	87.37	88.42	+1.20%	--	92.50	88.28	+3.86%	+9.40%	+4.73%	+93.42%	4.83%	985	4193	33250	+0.05	4.07	--	401099840	292195880	99482932亿	279.1%	7.42	0	-127.98	--	--	--	20220707	
	SZ002528	ST英飞拓	--	+2.94%	3.15	+0.09	3.15	3.16	20590260	64800615	248100--	-0.32%	+2.61%	+0.09	1.96%	-49.84	3775826500	3308191700	87.62%	-0.32%	--	--	--	--	--	8009270	12580990	0.637	--	无	无	0.23	0.86		-74142656	37.32	-0.062	安防设备	计算机设备	3.06	3.07	+0.33%	--	3.20	3.04	+3.28%	+6.42%	+11.70%	+10.14%	5.23%	61700	315400	5027	--	19.79	--	1198675080	1050219580	-74139101亿	3.08%	0.08	2	-39.00	--	--	--	20101224	
4	SH603015	弘讯科技	--	+2.94%	12.60	+0.36	12.59	12.60	8976490	112077842	136700--	+0.00%	+2.44%	+0.93	2.22%	-34.75	5093159400	5093159400	100.00%	+0.00%	--	--	--	--	--	3947190	5029300	0.785	--	无	无	0.26	0.95	109.7	32049072	3.65	0.080	工控设备	自动化设备	12.24	12.30	+0.49%	--	12.62	12.28	+1.69%	+6.33%	+5.97%	+29.63%	2.78%	30400	120900	13727	+0.01	41.10	--	404219000	404219000	33782468亿	-35.18%	3.45	7	-32.36	--	--	--	20150303	
	SH600493	凤竹纺织	--	+2.94%	7.35	+0.21	7.34	7.35	11397305	83254074	199900--	+0.00%	+2.37%	+0.63	4.19%	-63.16	1999200000	1999200000	100.00%	+0.00%	--	--	--	--	--	5609345	5787960	0.969	--	无	无	0.19	1.21	315.8	15735418	1.78	0.058	棉纺	纺织制造	7.14	7.18	+0.56%	--	7.46	7.11	+3.23%	+9.38%	+12.56%	+43.81%	4.90%	700	93100	13766	+0.00	24.35	--	272000000	272000000	20642065亿	-74.85%	4.13	4	-24.35	--	--	--	20040421	
32	SH688007	光峰科技	--	+2.94%	18.56	+0.53	18.55	18.56	11781163	213530210	161117--	+0.05%	+3.00%	+2.41	2.56%	-53.99	8530466200	8530466200	100.00%	+0.05%	--	--	--	--	--	5785765	5995398	0.965	--	无	有	0.11	1.93		-135580990	3.31	-0.300	品牌消费电子	消费电子	18.03	18.02	-0.06%	--	18.65	17.54	+2.48%	+6.36%	-7.71%	+25.70%	6.16%	22782	69171	20716	+0.01	9.32	--	459615640	459615640	-147930410亿	-415.7%	5.61	2	-29.70	--	--	--	20190722	
32	SH688657	浩辰软件	--	+2.94%	59.19	+1.69	59.18	59.19	2960858	173837690	68273--	+0.00%	+2.76%	+0.83	7.21%	+19.27	3877790700	2429426400	62.65%	+0.00%	--	--	--	--	--	1413622	1547236	0.914	--	无	无	0.29	1.29	55.51	41552599	2.76	0.640	垂直应用软件	软件开发	57.50	57.60	+0.17%	--	59.78	57.23	+5.98%	+10.86%	+9.69%	+51.93%	4.43%	16760	3566	6325	+0.01	6.21	--	65514288	41044542	39549173亿	19.78%	21.45	3	-387.78	--	--	--	20231010	
4	SH603915	国茂股份	--	+2.94%	16.82	+0.48	16.81	16.82	14462353	240921470	122800--	+0.06%	+2.37%	+0.99	2.20%	-0.24	11044558300	11044558300	100.00%	+0.06%	--	--	--	--	--	7174893	7287460	0.985	--	无	无	0.07	1.36	40.86	185374070	3.00	0.280	金属制品	通用设备	16.34	16.43	+0.55%	--	17.00	16.28	+7.13%	+9.15%	+0.48%	+46.52%	4.41%	32600	50800	25471	+0.02	8.06	--	656632480	656632480	208723070亿	-11.13%	5.62	2	3.46	--	--	--	20190614	
	SZ300749	顶固集创	--	+2.93%	9.84	+0.28	9.83	9.84	8660300	84455315	215800--	+0.00%	+1.65%	+0.92	5.50%	+10.10	2018866900	1548772700	76.71%	+0.00%	--	--	--	--	--	3793650	4866650	0.780	--	无	无	-0.08	0.70		11719390	3.56	0.060	定制家居	家居用品	9.56	9.68	+1.26%	--	9.85	9.59	+0.92%	+9.21%	+13.89%	+60.00%	2.72%	84300	37400	11345	--	-5.21	--	205169400	157395600	12856751亿	222.3%	2.77	5	19.40	--	--	--	20180925	
	SZ003030	祖名股份	--	+2.92%	21.12	+0.60	21.11	21.12	5275589	110895794	72300--	-0.09%	+2.92%	+0.48	6.65%	-36.33	2635353600	1676629200	63.62%	-0.10%	--	--	--	--	--	2610050	2665539	0.979	--	无	无	-0.05	0.70	138.1	32163186	2.59	0.260	其他农产品加工	农产品加工	20.52	20.52	+0.00%	--	21.30	20.31	+0.09%	+11.63%	+14.60%	+38.67%	4.82%	4300	700	15389	--	-7.29	--	124780000	79385850	33662652亿	366.8%	8.16	4	17.27	--	--	--	20210106	
4	SH600516	方大炭素	--	+2.92%	6.34	+0.18	6.33	6.34	280753460	1774340900	3477400--	+0.16%	-0.63%	+0.33	6.97%	+4.45	25524652000	25524652000	100.00%	+0.16%	--	--	--	--	--	150155163	130598297	1.15	--	无	有	0.06	1.05	599.2	113184164	1.58	0.030	冶钢原料	钢铁	6.16	6.38	+3.57%	--	6.65	6.16	+22.87%	+17.63%	+22.87%	+31.81%	7.95%	1129100	398986	149170	+0.04	1.54	--	4025970400	4025970400	166581910亿	-55.89%	4.02	0	-38.33	--	--	--	20020830	
	SH605098	行动教育	--	+2.91%	41.72	+1.18	41.72	41.76	2233900	92666779	5900--	+0.05%	+1.81%	+0.59	1.87%	+60.31	4975155900	4975155900	100.00%	+0.05%	--	--	--	--	--	1117710	1116190	1.00	--	无	无	-0.14	1.42	17.23	214814690	5.16	1.80	教育	教育	40.54	40.98	+1.09%	--	42.00	40.41	+1.39%	+2.76%	+11.55%	+24.57%	3.92%	3600	500	9176	+0.01	-42.00	--	119251100	119251100	251629580亿	10.39%	8.09	3	28.58	--	--	--	20210421	
	SH600249	两面针	--	+2.90%	6.38	+0.18	6.37	6.38	18244851	115182157	265600--	+0.00%	+3.07%	+1.08	3.32%	-66.38	3509000000	3509000000	100.00%	+0.00%	--	--	--	--	--	7121047	11123804	0.640	--	无	无	0.13	1.24	170.6	23490305	1.60	0.043	个护用品	美容护理	6.20	6.19	-0.16%	--	6.39	6.19	+1.27%	+4.76%	+8.50%	+26.09%	3.23%	101900	11400	16343	+0.01	11.48	--	550000000	550000000	30772393亿	-72.04%	3.98	5	-12.18	--	--	--	20040130	
	SH603909	建发合诚	--	+2.90%	12.41	+0.35	12.41	12.42	18315741	224470180	430090--	+0.00%	+3.76%	+1.28	7.03%	+36.26	3234953700	3234953700	100.00%	+0.00%	--	--	--	--	--	9702489	8613252	1.13	--	无	无	0.31	1.34	29.67	76785474	2.88	0.295	工程咨询服务	建筑装饰	12.06	11.96	-0.83%	--	12.64	11.96	+9.63%	+10.70%	+17.97%	+37.28%	5.64%	122110	29700	22143	+0.00	19.87	--	260673140	260673140	115449210亿	21.20%	4.31	2	-34.90	--	--	--	20160628	
	SH603016	新宏泰	--	+2.90%	26.97	+0.76	26.97	26.98	3095500	83049838	27300--	+0.00%	+2.82%	+0.54	2.09%	-94.47	3995875200	3995875200	100.00%	+0.00%	--	--	--	--	--	1486050	1609450	0.923	--	无	无	-0.12	1.40	60.30	47811206	4.85	0.320	输变电设备	电网设备	26.21	26.23	+0.08%	--	27.30	26.11	+3.25%	+8.88%	-4.53%	-26.77%	4.54%	800	35100	7290	+0.01	-34.90	--	148160000	148160000	55946353亿	-8.37%	5.57	5	5.73	--	--	--	20160701	
4	SH600546	山煤国际	--	+2.90%	11.36	+0.32	11.35	11.36	65442454	746694900	666400--	+0.00%	+2.62%	-0.45	3.30%	-20.09	22520702000	22520702000	100.00%	+0.00%	--	--	--	--	--	30789003	34653451	0.889	--	无	无	0.15	1.81	18.27	1046303420	1.38	0.530	煤炭开采	煤炭开采加工	11.04	11.07	+0.27%	--	11.64	11.04	+3.84%	-1.65%	+14.06%	+1.97%	5.43%	259396	71500	55585	+0.03	8.06	--	1982456100	1982456100	2571827000亿	-49.74%	8.26	5	-16.03	--	--	--	20030731	
4	SZ002161	远 望 谷	--	+2.90%	8.17	+0.23	8.16	8.17	32334571	260868510	667800--	+0.00%	+2.64%	+1.29	4.59%	-61.47	6043818000	5757747200	95.27%	+0.00%	--	--	--	--	--	12841459	19493112	0.659	--	无	无	0.12	1.24	55.34	144692130	3.60	0.196	其他电子	其他电子	7.94	7.96	+0.25%	--	8.18	7.88	+4.21%	+8.64%	+9.81%	+47.07%	3.78%	210000	504600	24257	--	5.11	--	739757400	704742620	152206750亿	128.5%	2.27	5	-26.48	--	--	--	20070821	
	SZ000802	北京文化	--	+2.90%	4.62	+0.13	4.61	4.62	18008710	82379336	301200--	+0.00%	+2.90%	+1.02	2.52%	-6.18	3307459200	3305449500	99.94%	+0.00%	--	--	--	--	--	6281810	11726900	0.536	--	无	无	0.15	1.12		-305331850	4.24	-0.427	影视院线	影视院线	4.49	4.49	+0.00%	--	4.62	4.49	+3.36%	+4.76%	+1.76%	-33.33%	2.90%	407800	987300	16925	--	23.58	--	715900260	715465260	-301433070亿	-665.0%	1.09	5	-8.92	--	--	--	19980108	
4	SH601133	柏诚股份	--	+2.89%	12.82	+0.36	12.81	12.82	8663375	109810469	168100--	+0.00%	+2.89%	+1.16	5.80%	-52.07	6769196200	1915138100	28.29%	+0.00%	--	--	--	--	--	3767891	4895484	0.770	--	无	无	0.04	1.53	36.29	132956464	2.31	0.250	专业工程	建筑装饰	12.46	12.46	+0.00%	--	12.84	12.40	+0.87%	-1.00%	-0.39%	+16.44%	3.53%	5400	19400	13289	+0.01	2.61	--	528018420	149386740	178592390亿	-16.22%	5.54	6	21.82	--	--	--	20230410	
4	SH600096	云天化	--	+2.89%	29.59	+0.83	29.59	29.60	46112357	1343429400	1051501--	-0.10%	+2.39%	+1.59	2.53%	+50.76	53942296000	53942296000	100.00%	-0.10%	--	--	--	--	--	21754136	24358221	0.893	--	无	无	0.23	1.15	9.57	4728849500	2.23	2.58	磷肥及磷化工	农化制品	28.76	28.90	+0.49%	--	29.62	28.61	+5.53%	+7.72%	+13.98%	+42.95%	3.51%	324499	50400	75362	+0.08	12.40	--	1822990700	1822990700	5984633100亿	6.89%	13.29	4	-26.85	--	--	--	19970709	
4	SZ301528	多浦乐	--	+2.88%	66.03	+1.85	66.02	66.10	1133670	74279288	27400--	-0.17%	+2.23%	+0.79	3.56%	-45.05	4087257000	2103052700	51.45%	-0.17%	--	--	--	--	--	379231	754439	0.503	--	无	无	-0.01	1.16	67.84	36246758	2.67	0.586	仪器仪表	通用设备	64.18	64.59	+0.64%	--	66.19	64.39	+4.40%	+7.19%	+14.04%	+70.01%	2.80%	100	1000	4649	--	-0.71	--	61900000	31849957	37962787亿	31.32%	24.70	4	-45.94	--	--	--	20230828	
4	SZ002077	大港股份	--	+2.88%	17.50	+0.49	17.50	17.51	62922430	1077791560	736100--	+0.00%	+2.88%	+2.18	10.84%	-19.52	10156099000	10156099000	100.00%	+0.00%	--	--	--	--	--	32311945	30610485	1.06	--	无	无	-0.04	1.68	228.6	60479624	3.03	0.104	集成电路封测	半导体	17.01	17.01	+0.00%	--	18.10	16.21	+5.36%	+3.24%	+2.64%	+19.29%	11.11%	15230	160100	81082	--	-0.80	--	580348510	580348510	70556694亿	52.38%	5.78	6	1.34	--	--	--	20061116	
4	SZ300123	亚光科技	--	+2.88%	6.08	+0.17	6.07	6.08	35778608	215378910	512255--	+0.00%	+1.67%	+1.02	3.58%	-32.76	6212751500	6082546400	97.90%	+0.00%	--	--	--	--	--	14332695	21445913	0.668	--	无	无	-0.27	1.04		-98880108	4.22	-0.097	军工电子	军工电子	5.91	5.98	+1.18%	--	6.09	5.94	+2.01%	+5.19%	+4.65%	+4.83%	2.54%	315100	219045	22641	--	-12.10	--	1021834120	1000418820	-84517970亿	-20.42%	1.44	5	23.69	--	--	--	20100928	
	SZ300366	ST创意	--	+2.87%	6.81	+0.19	6.80	6.81	15830078	106750579	227600--	-0.15%	+3.18%	+1.00	2.98%	-1.49	4137593600	3612722000	87.31%	-0.15%	--	--	--	--	--	6425830	9404248	0.683	--	无	无	0.20	1.05		-199016760	2.52	-0.328	垂直应用软件	软件开发	6.62	6.60	-0.30%	--	6.82	6.60	+0.44%	+0.44%	+17.41%	-26.77%	3.32%	281300	61400	5121	--	9.33	--	607576150	530502490	-227813590亿	-2.77%	2.70	2	-34.96	--	--	--	20140127	
32	SH688613	奥精医疗	--	+2.87%	23.66	+0.66	23.66	23.67	6159435	143829480	76144--	+0.04%	+0.72%	+1.34	4.50%	+47.80	3241623100	3241623100	100.00%	+0.04%	--	--	--	--	--	3160559	2998876	1.05	--	无	无	-0.30	1.35		13940615	2.26	0.100	医疗耗材	医疗器械	23.00	23.49	+2.13%	--	23.85	22.82	+1.72%	+1.72%	-6.85%	+31.15%	4.48%	24894	3000	9971	+0.00	-11.35	--	137008580	137008580	10746562亿	185.2%	10.47	2	72.14	--	--	--	20210521	
	SZ300093	*ST金刚	--	+2.87%	13.99	+0.39	13.98	13.99	4221651	58498004	73600--	+0.00%	+2.79%	+0.98	1.96%	-65.06	3021840000	3017038600	99.84%	+0.00%	--	--	--	--	--	1746123	2475528	0.705	--	无	无	0.21	1.12		-400761830		-1.67	光伏电池组件	光伏设备	13.60	13.61	+0.07%	--	14.00	13.60	+7.86%	+1.52%	+11.65%	+1.30%	2.94%	13300	39100	2483	--	16.89	--	216000000	215656800	-401014050亿	-14.29%	-5.53	1	-55.19	--	--	--	20100708	
	SZ300338	ST开元	--	+2.86%	3.95	+0.11	3.94	3.95	11109900	43692058	90100--	+0.25%	+2.86%	+0.45	3.18%	-34.57	1590367500	1379976900	86.77%	+0.25%	--	--	--	--	--	4192423	6917477	0.606	--	无	无	0.12	2.24		-63486921		-0.044	教育	教育	3.84	3.84	+0.00%	--	4.01	3.81	+1.28%	-0.50%	-0.50%	-18.72%	5.21%	189500	128309	2163	--	6.46	--	402624690	349361240	-63816004亿	-75.83%	-0.10	9	29.40	--	--	--	20120726	
4	SZ002441	众业达	--	+2.86%	10.06	+0.28	10.05	10.06	20178938	201360050	288800--	-0.10%	+2.65%	+0.83	5.06%	-59.59	5478108700	4014742100	73.29%	-0.10%	--	--	--	--	--	8260733	11918205	0.693	--	无	无	0.22	2.19	26.04	180943200	1.20	0.330	输变电设备	电网设备	9.78	9.80	+0.20%	--	10.09	9.75	+6.01%	+9.11%	+10.07%	+34.49%	3.48%	40200	68900	29569	--	16.04	--	544543610	399079730	238622460亿	29.37%	8.41	1	-34.20	--	--	--	20100706	
4	SZ301008	宏昌科技	--	+2.86%	43.12	+1.20	43.11	43.12	8713887	370821490	133500--	+0.00%	+2.45%	+1.35	7.52%	-31.54	5647134700	4995160300	88.45%	+0.00%	--	--	--	--	--	4585001	4128886	1.11	--	无	无	1.09	1.29	166.4	25188379	3.77	0.215	家电零部件	白色家电	41.92	42.09	+0.41%	--	43.49	41.15	+7.99%	+6.26%	-3.81%	+130.22%	5.58%	1500	4700	27164	--	26.36	--	130963234	115843234	25813197亿	-42.39%	11.43	0	-373.84	--	--	--	20210611	
4	SZ300332	天壕能源	--	+2.86%	6.11	+0.17	6.11	6.12	34902585	211995260	688000--	+0.00%	+1.83%	+0.61	4.21%	-32.09	5285864200	5069073100	95.90%	+0.00%	--	--	--	--	--	13713563	21189022	0.647	--	无	无	0.13	1.29	59.42	95737544	1.24	0.111	燃气	燃气	5.94	6.00	+1.01%	--	6.12	5.97	+0.00%	-11.32%	+8.53%	+5.53%	2.53%	228300	173400	12368	--	3.95	--	865116880	829635530	145660010亿	-27.25%	4.92	6	-10.20	--	--	--	20120628	
4	SH600469	风神股份	--	+2.86%	7.19	+0.20	7.18	7.19	65423901	457030940	1253700--	+0.42%	+4.20%	+2.92	8.97%	-44.42	5244751800	5244751800	100.00%	+0.42%	--	--	--	--	--	31938769	33485132	0.954	--	无	无	0.36	3.43	22.92	223653130	1.49	0.310	轮胎轮毂	汽车零部件	6.99	6.90	-1.29%	--	7.19	6.79	+11.47%	+18.06%	+23.97%	+17.48%	5.72%	18000	69250	54609	+0.01	12.36	--	729450870	729450870	264729940亿	-18.91%	4.83	0	-83.76	--	--	--	20031021	
32	SH688695	中创股份	--	+2.85%	32.46	+0.90	32.46	32.47	2390984	76425131	500--	-0.12%	+3.67%	+1.57	4.66%	-40.96	2760767700	1664198000	60.28%	-0.12%	--	--	--	--	--	1062941	1328043	0.800	--	无	无	0.20	1.44	291.0	-19523163	3.54	-0.230	横向通用软件	软件开发	31.56	31.31	-0.79%	--	32.55	31.29	+4.74%	+9.66%	+11.89%	+7.23%	3.99%	274	1000	3303	+0.00	6.49	--	85051378	51269194	-23718397亿	-301.2%	9.17	2	-155.31	--	--	--	20240313	
32	SH688410	山外山	--	+2.85%	16.96	+0.47	16.95	16.96	12581511	211982420	68750--	+0.00%	+0.06%	+0.67	5.36%	-27.65	5449513400	3978028600	73.00%	+0.00%	--	--	--	--	--	5699916	6881595	0.828	--	无	无	0.15	1.07	48.04	104487437	3.07	0.325	医疗设备	医疗器械	16.49	16.95	+2.79%	--	17.18	16.41	+12.92%	+18.02%	+15.85%	+53.35%	4.67%	6300	28242	25885	+0.01	8.06	--	321315650	234553570	116004154亿	68.68%	5.52	0	-20.72	--	--	--	20221226	
4	SH603118	共进股份	--	+2.85%	12.28	+0.34	12.28	12.29	68573514	852822760	863100--	-0.08%	-6.47%	-1.31	8.71%	+28.06	9667754300	9667754300	100.00%	-0.08%	--	--	--	--	--	36775923	31797591	1.16	--	无	有	-0.79	3.07		86288076	1.92	0.110	通信终端及配件	通信设备	11.94	13.13	+9.97%	--	13.13	12.19	+6.88%	-3.15%	-7.32%	+37.98%	7.87%	101272	182000	77622	+0.01	-18.88	--	787276410	787276410	85777595亿	529.9%	6.40	1	105.48	--	--	--	20150225	
32	SH688408	中信博	--	+2.85%	44.07	+1.22	44.06	44.07	7293051	317892470	98367--	+0.02%	+2.73%	+1.12	3.33%	-43.83	9654233600	9654233600	100.00%	+0.02%	--	--	--	--	--	3257844	4035207	0.807	--	无	无	0.02	0.98	29.65	121389772	2.27	0.560	光伏辅材	光伏设备	42.85	42.90	+0.12%	--	44.28	42.58	+2.37%	+1.59%	-4.11%	-37.93%	3.97%	15077	13037	13418	+0.01	1.04	--	219065890	219065890	130699965亿	-71.59%	19.43	4	-24.81	--	--	--	20200828	
4	SZ002612	朗姿股份	--	+2.85%	20.24	+0.56	20.24	20.25	46610777	938404140	459300--	+0.00%	+3.42%	+0.54	18.30%	+44.78	8955094400	5155922000	57.58%	+0.00%	--	--	--	--	--	23902063	22708714	1.05	--	无	无	-0.12	2.21	8.66	988706800	2.62	2.24	服装	服装家纺	19.68	19.57	-0.56%	--	21.60	19.17	+14.29%	+16.52%	+17.95%	+26.82%	12.35%	26800	20300	79252	--	-1.76	--	442445380	254739230	1242270790亿	366.9%	7.71	0	69.26	--	--	--	20110830	
	SZ000518	*ST四环	--	+2.85%	2.53	+0.07	2.53	2.54	16573395	41655420	189800--	-0.39%	+2.02%	+0.68	1.61%	-40.02	2604777200	2604725300	100.00%	-0.39%	--	--	--	--	--	4962602	11610793	0.427	--	无	无	0.27	1.08		-12697350	7.26	-0.012	其他生物制品	生物制品	2.46	2.48	+0.81%	--	2.54	2.47	+2.02%	+1.20%	+10.96%	+0.00%	2.85%	40397	499904	2215	--	17.27	--	1029556220	1029535690	-14077534亿	13.13%	0.35	5	-50.87	--	--	--	19930908	
4	SH603085	天成自控	--	+2.83%	10.89	+0.30	10.88	10.89	11329300	122207346	209700--	-0.09%	+3.22%	+0.97	2.85%	-50.50	4324419000	4324419000	100.00%	-0.09%	--	--	--	--	--	3195700	8133600	0.393	--	无	无	0.37	1.40	569.2	50327859	4.85	0.130	车身附件及饰件	汽车零部件	10.59	10.55	-0.38%	--	10.90	10.55	+6.66%	+8.68%	+1.30%	+0.37%	3.31%	44300	25700	13191	+0.01	32.46	--	397100000	397100000	76015736亿	91.73%	2.25	1	-60.56	--	--	--	20150630	
	SZ000561	烽火电子	--	+2.83%	11.27	+0.31	11.26	11.27	27904163	311730140	289200--	+0.00%	+3.30%	+0.90	4.64%	-73.68	9737485500	6781549100	69.64%	+0.00%	--	--	--	--	--	10712532	17191631	0.623	--	无	无	0.04	1.98		-87695147	3.09	-0.102	航空装备	军工装备	10.96	10.91	-0.46%	--	11.29	10.91	+3.02%	+4.55%	+2.45%	+27.49%	3.47%	37800	76100	37327	--	2.87	--	864018240	601734620	-91872387亿	-257.9%	3.65	7	-7.45	--	--	--	19940509	
	SH605199	ST葫芦娃	--	+2.83%	9.46	+0.26	9.45	9.46	10236300	96919193	133700--	+0.00%	+2.60%	-0.09	2.56%	-13.29	3785028800	3785028800	100.00%	+0.00%	--	--	--	--	--	4835100	5401200	0.895	--	无	无	0.02	2.41		-11213924	5.49	-0.030	中药	中药	9.20	9.22	+0.22%	--	9.66	9.20	+5.58%	+5.58%	+6.77%	-40.62%	5.00%	43500	100	6522	--	1.76	--	400108750	400108750	-3219695亿	90.46%	1.72	2	-19.61	--	--	--	20200710	
4	SZ300596	利安隆	--	+2.82%	41.18	+1.13	41.18	41.20	6668123	273558570	35700--	+0.17%	+2.03%	+0.39	2.99%	+50.46	9455737900	9184984500	97.14%	+0.17%	--	--	--	--	--	3106571	3561552	0.872	--	无	无	0.14	1.50	18.74	392174250	1.98	1.71	其他化学制品	化学制品	40.05	40.36	+0.77%	--	41.80	39.89	+2.44%	+1.86%	+8.91%	+36.67%	4.77%	2800	200	22780	--	9.93	--	229619670	223044790	455442520亿	24.92%	20.76	6	-3.94	--	--	--	20170119	
	SZ300126	锐奇股份	--	+2.82%	9.84	+0.27	9.83	9.84	13028700	129620262	104100--	-0.10%	+1.03%	-1.14	6.18%	-20.27	2990942800	2072822600	69.30%	-0.10%	--	--	--	--	--	6043450	6985250	0.865	--	无	无	0.17	1.51		-17095038	2.86	-0.060	其他通用设备	通用设备	9.57	9.74	+1.78%	--	10.25	9.68	+0.82%	+0.00%	+7.19%	+91.81%	5.96%	7300	71300	20668	--	7.79	--	303957600	210652700	-16239616亿	-9.33%	3.44	6	-5.98	--	--	--	20101013	
4	SH601858	中国科传	--	+2.82%	20.06	+0.55	20.05	20.06	10740513	213887850	237500--	+0.00%	+1.42%	+0.75	1.36%	-34.86	15857430000	15857430000	100.00%	+0.00%	--	--	--	--	--	5583026	5157487	1.08	--	无	无	0.04	2.22	30.18	310368470	2.89	0.390	出版	文化传媒	19.51	19.78	+1.38%	--	20.10	19.67	+4.42%	+6.59%	+2.56%	-0.23%	2.20%	46800	41500	22410	+0.02	9.97	--	790500000	790500000	323244420亿	42.41%	6.93	1	-12.73	--	--	--	20170118	
	SH603999	读者传媒	--	+2.82%	6.93	+0.19	6.92	6.93	14977387	103053062	152300--	+0.00%	+2.21%	+0.73	2.60%	-37.04	3991680000	3991680000	100.00%	+0.00%	--	--	--	--	--	6716057	8261330	0.813	--	无	无	0.12	1.76	56.82	79697246	1.95	0.138	出版	文化传媒	6.74	6.78	+0.59%	--	6.94	6.77	+4.21%	+7.94%	+8.79%	+13.29%	2.52%	102800	3700	16305	+0.01	17.44	--	576000000	576000000	79532966亿	11.15%	3.55	3	-12.76	--	--	--	20151210	
	SH600506	统一股份	--	+2.82%	23.01	+0.63	23.00	23.01	21686210	504230380	300400--	+0.09%	+2.36%	-1.08	14.68%	+78.15	4418355700	3398735100	76.92%	+0.09%	--	--	--	--	--	10543100	11143110	0.946	--	无	无	0.65	0.63	81.90	49203434	9.21	0.256	石油加工	石油加工贸易	22.38	22.48	+0.45%	--	23.98	22.46	+2.72%	+10.63%	+18.49%	+11.70%	6.79%	73300	12000	34479	+0.01	12.37	--	192018930	147706870	63680714亿	84.70%	2.50	0	-89.42	--	--	--	20011226	
	SH603817	XD海峡环	--	+2.81%	6.94	+0.19	6.94	6.95	36594204	255659990	431700--	+0.00%	+1.76%	-0.69	6.42%	+29.95	3956383200	3956383200	100.00%	+0.00%	--	--	--	--	--	19231349	17362855	1.11	--	无	无	0.07	0.61	18.54	192514230	1.24	0.345	水务及水治理	环境治理	6.75	6.82	+1.04%	--	7.25	6.82	-3.70%	+4.41%	+12.17%	+25.72%	6.37%	103500	194800	30854	+0.01	3.04	--	570084040	570084040	222339500亿	12.64%	5.58	0	-12.48	--	--	--	20170220	
4	SZ300927	江天化学	--	+2.81%	26.30	+0.72	26.29	26.30	3754545	98333587	100--	-0.11%	+2.49%	+0.43	2.66%	-72.70	3796668000	3705378900	97.60%	-0.11%	--	--	--	--	--	1681386	2073159	0.811	--	无	无	0.01	2.08	13.96	8211090	3.94	0.057	其他化学原料	化学原料	25.58	25.66	+0.31%	--	26.55	25.61	+1.62%	+4.32%	+3.26%	+60.56%	3.67%	2100	25000	8146	--	1.02	--	144360000	140888930	12033557亿	-75.84%	6.67	7	26.17	--	--	--	20210107	
	SZ002956	西麦食品	--	+2.81%	21.92	+0.60	21.91	21.92	3783520	82123513	21200--	+0.05%	+1.81%	+1.01	1.69%	-35.52	4893571700	4893076700	99.99%	+0.05%	--	--	--	--	--	1747790	2035730	0.859	--	无	无	-0.04	0.68	31.19	132079687	3.13	0.590	休闲食品	食品加工制造	21.32	21.53	+0.98%	--	22.00	21.24	+6.15%	+12.70%	+5.84%	+34.88%	3.56%	9900	13000	9170	--	-20.01	--	223246890	223224300	155211360亿	21.90%	7.00	3	3.70	--	--	--	20190619	
4	SZ000826	启迪环境	--	+2.81%	2.56	+0.07	2.56	2.57	307230650	796407810	2501520--	-0.78%	+4.49%	-1.29	21.56%	-22.89	3648904300	3648442800	99.99%	-0.78%	--	--	--	--	--	137044910	170185740	0.805	--	无	无	-0.46	1.89		-683174910	87.07	-0.542	综合环境治理	环境治理	2.49	2.45	-1.61%	--	2.71	2.43	+6.67%	+16.36%	+1.99%	+28.00%	11.24%	1489847	135400	85140	--	-2.78	--	1425353200	1425173000	-563306130亿	38.60%	0.03	2	37.98	--	--	--	19980225	
